Region,Station,Pressure_hPa,Temp_C,Tmax_C,Tmin_C,Tx_dif,Tn_dif,Rain_mm,R1Jan_mm,RH_percent,Wind_dir,Wind_knot,Extraction_Date
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,1012.31,21.6,34.7,1.0,20.8,0.7,0.0,,98,SE,1,2026-03-19
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,1011.99,23.3,35.5,1.0,22.5,-2.3,0.0,,72,C,0,2026-03-19
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,1011.92,25.0,36.3,1.5,25.0,1.8,0.0,,88,C,0,2026-03-19
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,1012.25,24.1,36.1,0.9,23.5,1.5,0.0,,94,C,0,2026-03-19
ภาคตะวันออกเฉียงเหนือ,ชัยภูมิ,1011.84,22.8,36.3,1.2,22.3,-2.7,2.8,,93,W,4,2026-03-19
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี(cid:496)สกษ.,1012.42,24.2,36.0,0.2,22.0,1.6,0.0,,85,C,0,2026-03-19
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี(cid:496)(ศูนย์ฯ),1012.25,25.9,35.8,1.4,25.1,2.3,0.0,,76,C,0,2026-03-19
ภาคตะวันออกเฉียงเหนือ,ปากช่อง(cid:496)สกษ.,1012.66,22.3,34.3,-0.1,21.6,0.1,1.7,,96,SSE,1,2026-03-19
ภาคตะวันออกเฉียงเหนือ,โชคชัย,1011.89,24.0,36.4,,,,"""ฝ""",,85,C,0,2026-03-19
ภาคตะวันออกเฉียงเหนือ,สุรินทร์(cid:496)สกษ.,1012.45,24.2,36.3,0.8,23.8,1.6,0.0,,90,C,0,2026-03-19
ภาคตะวันออกเฉียงเหนือ,ท่าตูม,1012.17,25.3,35.5,0.5,24.3,0.8,0.0,,85,C,0,2026-03-19
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,1012.22,23.2,35.4,1.4,22.5,0.7,19.2,,92,SW,3,2026-03-19
ภาคตะวันออกเฉียงเหนือ,นางรอง,1011.93,23.2,36.6,0.8,22.4,0.7,0.0,,89,E,1,2026-03-19
ภาคกลาง,นครสวรรค์(cid:496),1011.66,26.0,36.3,-0.6,25.1,2.9,0.0,,92,C,0,2026-03-19
ภาคกลาง,ตากฟ้า(cid:496)สกษ.,1012.56,26.0,35.7,0.2,23.8,1.2,0.0,,88,ESE,2,2026-03-19
ภาคกลาง,อุทัยธานี,1010.56,25.5,35.2,-1.3,24.8,2.0,0.0,,94,C,0,2026-03-19
ภาคกลาง,พระนครศรีอยุธยา,1012.12,26.0,38.0,0.5,25.0,0.2,0.0,,88,ESE,1,2026-03-19
ภาคกลาง,สุพรรณบุรี,1011.91,26.0,36.0,-0.5,25.0,0.8,0.0,,96,S,2,2026-03-19
ภาคกลาง,ลพบุรี,1011.30,26.2,37.3,0.9,26.0,0.8,0.0,,87,SE,4,2026-03-19
ภาคกลาง,สมุทรปราการ(cid:496)สกษ.,1011.60,28.0,31.7,0.0,27.6,0.7,5.5,,79,S,4,2026-03-19
ภาคกลาง,สนามบินสุวรรณภูมิ,1012.31,26.8,33.3,0.2,25.2,2.1,0.6,,94,ESE,2,2026-03-19
ภาคกลาง,สมุทรสงคราม,1011.93,27.0,31.2,0.6,26.8,1.2,0.0,,84,SSW,5,2026-03-19
ภาคกลาง,กาญจนบุรี,1011.95,25.4,36.8,0.4,23.2,0.5,0.0,,80,WSW,4,2026-03-19
ภาคกลาง,ทองผาภูมิ,1012.86,22.6,38.8,2.5,22.3,0.0,53.2,,95,C,0,2026-03-19
ภาคกลาง,นครปฐม,1012.04,25.0,35.0,-0.8,24.4,1.0,0.0,,96,C,0,2026-03-19
ภาคกลาง,กรุงเทพมหานคร,1011.52,27.2,34.8,-0.3,27.0,0.0,0.0,,87,C,0,2026-03-19
ภาคกลาง,กรุงเทพฯ(cid:496)ท่าเรือคลองเตย,1011.83,27.4,35.0,0.0,25.7,-1.3,0.0,,89,C,0,2026-03-19
ภาคกลาง,กรุงเทพฯ(cid:496)บางนา(cid:496)สกษ.,1012.11,27.0,34.5,0.6,25.6,-0.9,0.0,,84,SE,1,2026-03-19
ภาคกลาง,สนามบินดอนเมือง,1012.67,26.4,35.0,1.6,26.2,1.2,0.0,,89,ESE,5,2026-03-19
ภาคตะวันออก,นครนายก,1012.58,18.5,26.2,0.6,18.0,-0.3,0.8,,99,SSW,2,2026-03-19
ภาคตะวันออก,ปราจีนบุรี,1011.44,25.9,35.3,-2.2,24.8,0.5,0.0,,89,C,0,2026-03-19
ภาคตะวันออก,กบินทร์บุรี,1012.11,23.7,36.0,-0.8,23.1,-0.2,2.1,,96,#Error,0,2026-03-19
ภาคตะวันออก,สระแก้ว,1012.00,23.5,36.7,-0.1,23.4,0.1,2.0,,95,C,0,2026-03-19
ภาคตะวันออก,ชลบุรี,1011.96,26.4,32.6,0.2,24.0,-0.5,0.7,,87,C,0,2026-03-19
ภาคตะวันออก,เกาะสีชัง,1011.70,27.1,31.5,-2.5,24.0,-2.0,3.0,,84,C,0,2026-03-19
ภาคตะวันออก,พัทยา,1012.07,25.8,31.6,-0.5,25.1,0.5,"""ฝ""",,89,C,0,2026-03-19
ภาคตะวันออก,สัตหีบ,1011.67,24.5,31.5,0.2,23.7,-0.1,"""ฝ""",,95,C,0,2026-03-19
ภาคตะวันออก,แหลมฉบัง,1012.12,26.4,33.4,-0.9,24.9,-0.1,0.0,,93,C,0,2026-03-19
ภาคตะวันออก,ระยอง,1011.71,25.0,31.8,0.3,24.8,-0.2,0.0,,92,C,0,2026-03-19
ภาคตะวันออก,ห้วยโป่ง(cid:496)สกษ.,1011.33,24.4,31.5,1.0,23.8,0.8,0.0,,97,C,0,2026-03-19
ภาคตะวันออก,จันทบุรี,1012.18,26.0,32.8,-0.2,25.4,0.2,0.0,,92,C,0,2026-03-19
ภาคตะวันออก,พลิ้ว(cid:496)สกษ.,1012.16,25.0,33.5,1.0,24.5,0.5,0.8,,93,C,0,2026-03-19
ภาคตะวันออก,ตราด,1012.47,24.8,32.2,-0.1,23.9,0.1,0.0,,91,ENE,3,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),เพชรบุรี,1013.38,25.0,31.0,0.2,21.8,-0.4,0.0,,88,WSW,3,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),ประจวบคีรีขันธ์,1012.11,24.3,32.5,1.3,23.7,0.3,0.0,,91,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),หัวหิน,1011.90,25.2,33.2,0.7,24.7,1.0,0.0,,88,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),หนองพลับ(cid:496)สกษ.,1012.63,23.0,35.1,0.4,21.9,0.4,0.0,,91,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),สวี(cid:496)สกษ.,1011.87,23.0,33.3,0.1,23.0,-0.5,0.0,,96,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),สุราษฎร์ธานี,1011.76,22.5,34.5,0.0,22.5,-0.3,0.0,,95,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),เกาะสมุย,1012.51,28.2,29.2,0.0,27.5,0.1,0.0,,83,SE,3,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),สุราษฎร์ธานี(cid:496)สกษ.,1013.52,22.0,35.2,0.4,21.7,-0.4,0.0,,95,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),พระแสง(cid:496)สอท.,1010.47,23.8,36.0,0.4,22.8,0.3,0.0,,97,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),นครศรีธรรมราช,1011.77,23.9,32.5,0.7,23.5,0.0,0.0,,95,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),นครศรีธรรมราช(cid:496)สกษ.,1011.81,22.9,33.0,0.1,22.5,-0.6,0.0,,96,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),ฉวาง,1011.76,21.8,35.6,0.4,21.6,-0.6,0.0,,97,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),พัทลุง(cid:496)สกษ.,1011.66,24.1,32.2,-0.3,24.1,-0.7,"""ฝ""",,95,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),คอหงษ์(cid:496)สกษ.,1011.53,26.0,33.5,0.1,23.7,-1.8,0.0,,87,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),สะเดา,1011.81,23.5,34.9,-0.3,22.7,1.1,0.0,,97,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),สงขลา,1011.78,26.5,32.8,0.8,26.0,-0.4,0.0,,84,SSE,4,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),หาดใหญ่,1012.08,23.3,34.8,-0.2,22.1,0.2,0.0,,94,N,2,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),ปัตตานี,1011.53,23.1,35.0,0.2,22.4,-0.7,0.0,,95,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),ยะลา(cid:496)สกษ.,1012.51,22.4,36.8,0.6,22.1,-0.4,0.0,,92,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันออก),นราธิวาส,1012.75,23.9,33.0,0.2,23.8,0.4,0.0,,87,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันตก),ระนอง,1011.13,24.2,35.8,0.6,23.5,-0.5,0.0,,82,NNE,2,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันตก),ตะกั่วป่า,1010.51,25.5,33.0,-0.5,25.0,0.6,0.0,,82,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันตก),ภูเก็ต,1011.66,25.6,35.3,0.0,25.4,-1.3,1.8,,91,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันตก),ภูเก็ต(cid:496)(ศูนย์ฯ),1010.65,25.9,34.6,-0.6,25.0,0.5,0.0,,82,E,3,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันตก),กระบี่,1011.57,24.2,36.0,0.1,,,0.0,,98,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันตก),ตรัง,1011.25,23.1,35.9,-0.1,22.7,-0.1,0.0,,90,C,0,2026-03-19
ภาคใต้(cid:496)(ฝั่งตะวันตก),สตูล,1011.76,26.0,37.1,-0.6,23.5,-1.0,0.0,,75,C,0,2026-03-19
ภาคเหนือ,เชียงราย,1011.71,20.7,33.5,0.0,20.0,1.8,0.0,,84,C,0,2026-03-21
ภาคเหนือ,เชียงราย สกษ.,1011.81,20.0,33.5,-0.5,19.2,2.0,0.0,,90,C,0,2026-03-21
ภาคเหนือ,พะเยา,1011.84,21.0,36.7,0.6,19.0,0.4,0.0,,82,C,0,2026-03-21
ภาคเหนือ,ดอยอ่างขาง,1013.00,19.6,25.0,0.8,15.3,-1.7,0.0,,58,C,0,2026-03-21
ภาคเหนือ,เชียงใหม่,1011.20,22.5,37.0,0.5,21.8,2.1,0.0,,70,NW,1,2026-03-21
ภาคเหนือ,ล(cid:286)าปาง,1011.53,22.2,38.7,0.1,21.2,1.7,0.0,,77,C,0,2026-03-21
ภาคเหนือ,เถิน,1010.99,22.9,40.0,0.9,21.8,1.6,0.0,,83,C,0,2026-03-21
ภาคเหนือ,น่าน สกษ.,1012.25,20.0,36.5,0.2,19.8,0.8,0.0,,91,C,0,2026-03-21
ภาคเหนือ,ท่าวังผา,1012.91,19.5,37.5,0.3,19.0,0.1,0.0,,91,C,0,2026-03-21
ภาคเหนือ,ทุ่งช้าง,1013.03,18.6,35.6,0.4,18.1,0.5,0.0,,95,C,0,2026-03-21
ภาคเหนือ,อุตรดิตถ์,1011.13,25.1,38.0,0.5,25.1,1.3,0.0,,83,C,0,2026-03-21
ภาคเหนือ,ตาก,1011.64,23.1,39.2,0.2,22.8,-1.6,0.0,,84,C,0,2026-03-21
ภาคเหนือ,แม่สอด,1010.43,22.0,37.9,0.4,20.4,-0.1,0.0,,82,C,0,2026-03-21
ภาคเหนือ,เพชรบูรณ์,1010.57,23.5,38.0,-0.6,23.1,-1.2,0.0,,85,C,0,2026-03-21
ภาคเหนือ,พิจิตร สกษ.,1009.57,24.7,35.8,-0.4,24.0,-0.2,0.0,,90,ESE,3,2026-03-21
ภาคตะวันออกเฉียงเหนือ,หนองคาย,1012.28,23.7,36.4,-0.2,23.5,0.3,0.0,,71,ENE,2,2026-03-21
ภาคตะวันออกเฉียงเหนือ,เลย,1011.91,21.8,36.6,-0.7,21.1,1.3,4.0,,93,C,0,2026-03-21
ภาคตะวันออกเฉียงเหนือ,สกลนคร สกษ.,1012.90,23.0,35.6,0.6,22.5,1.5,0.0,,91,C,0,2026-03-21
ภาคตะวันออกเฉียงเหนือ,นครพนม,1013.18,25.0,36.7,1.2,23.8,0.2,0.0,,83,SE,2,2026-03-21
ภาคตะวันออกเฉียงเหนือ,นครพนม สกษ.,1013.29,24.7,35.8,0.2,22.2,0.4,0.0,,93,SSE,2,2026-03-21
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,1012.60,23.5,35.7,0.2,22.5,1.0,0.0,,95,SSE,2,2026-03-21
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,1012.16,24.3,37.2,1.7,23.9,-0.3,0.0,,93,C,0,2026-03-21
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,1012.31,23.5,35.1,-0.7,23.0,-0.8,0.0,,95,C,0,2026-03-21
ภาคตะวันออกเฉียงเหนือ,อ(cid:286)านาจเจริญ,1012.91,24.0,32.7,-1.2,23.2,-1.0,0.0,,84,ENE,2,2026-03-21
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด สกษ.,1011.88,23.0,36.0,0.0,22.1,-0.9,0.9,,93,C,0,2026-03-21
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี สกษ.,1012.81,24.0,30.7,-5.1,22.8,-0.2,6.4,,98,SE,3,2026-03-21
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี (ศูนย์ฯ),1012.65,24.4,31.7,-4.3,23.8,-2.4,0.1,,92,E,2,2026-03-21
ภาคตะวันออกเฉียงเหนือ,ปากช่อง สกษ.,1012.40,21.5,33.7,0.4,20.9,-0.9,"""ฝ""",,96,E,4,2026-03-21
ภาคตะวันออกเฉียงเหนือ,นางรอง,1011.81,22.6,34.6,-2.3,22.1,-0.6,0.0,,93,C,0,2026-03-21
ภาคกลาง,นครสวรรค์,1011.23,27.0,37.0,-0.3,25.2,0.0,0.0,,84,S,5,2026-03-21
ภาคกลาง,ชัยนาท สกษ.,1011.45,25.0,35.6,-0.4,23.4,-0.9,0.4,,98,ESE,2,2026-03-21
ภาคกลาง,อุทัยธานี,1011.15,25.1,36.5,0.2,24.0,-0.3,0.1,,92,C,0,2026-03-21
ภาคกลาง,พระนครศรีอยุธยา,1012.03,25.0,36.9,0.1,24.8,-1.2,0.0,,92,E,1,2026-03-21
ภาคกลาง,ปทุมธานี สกษ.,1011.00,25.0,36.5,-0.5,24.6,-0.9,0.0,,92,NE,1,2026-03-21
ภาคกลาง,ราชบุรี,1011.73,23.3,33.9,-1.4,23.2,-0.2,0.0,,94,C,0,2026-03-21
ภาคกลาง,สุพรรณบุรี,1011.51,26.0,36.6,-0.1,25.5,0.3,0.0,,97,SE,3,2026-03-21
ภาคกลาง,อู่ทอง สกษ.,1011.13,24.9,35.2,-1.3,23.5,-0.5,0.0,,91,C,0,2026-03-21
ภาคกลาง,ลพบุรี,1011.38,25.5,36.2,0.0,25.0,-1.5,0.0,,88,C,0,2026-03-21
ภาคกลาง,สมุทรปราการ สกษ.,1011.24,28.0,32.3,-0.4,27.6,-0.5,0.0,,85,SE,4,2026-03-21
ภาคกลาง,สนามบินสุวรรณภูมิ,1012.05,26.3,33.4,-0.1,24.5,-2.3,0.0,,99,E,3,2026-03-21
ภาคกลาง,สมุทรสงคราม,1011.01,26.3,30.8,-0.6,25.8,-0.5,0.0,,86,C,0,2026-03-21
ภาคกลาง,กาญจนบุรี,1011.18,25.0,36.5,-0.4,22.7,0.0,0.0,,83,C,0,2026-03-21
ภาคกลาง,ทองผาภูมิ,1011.92,22.6,37.2,1.2,22.2,-0.2,0.0,,93,C,0,2026-03-21
ภาคกลาง,นครปฐม,1011.34,24.5,35.7,0.4,23.8,-0.5,0.0,,96,C,0,2026-03-21
ภาคกลาง,สนามบินดอนเมือง,1012.18,26.0,34.5,-0.1,25.8,-1.2,0.0,,86,E,5,2026-03-21
ภาคตะวันออก,นครนายก,1012.82,17.8,26.0,0.1,16.3,-1.3,37.2,,98,S,3,2026-03-21
ภาคตะวันออก,ฉะเชิงเทรา,1013.01,23.2,33.5,-3.0,22.8,-0.7,4.3,,98,C,0,2026-03-21
ภาคตะวันออก,ปราจีนบุรี,1011.39,25.8,35.3,-1.7,25.2,-1.1,0.0,,85,C,0,2026-03-21
ภาคตะวันออก,กบินทร์บุรี,1011.48,24.0,35.1,-1.2,23.8,-1.1,0.0,,94,#Error,0,2026-03-21
ภาคตะวันออก,สระแก้ว,1011.91,23.2,34.8,-2.5,23.2,-1.1,4.8,,94,C,0,2026-03-21
ภาคตะวันออก,พัทยา,1011.25,26.4,32.8,0.6,26.1,-1.3,0.0,,89,C,0,2026-03-21
ภาคตะวันออก,สัตหีบ,1011.17,28.0,32.7,1.1,26.0,-0.8,0.0,,85,S,3,2026-03-21
ภาคตะวันออก,แหลมฉบัง,1011.53,26.7,33.4,-3.0,24.9,-2.1,0.0,,94,E,2,2026-03-21
ภาคตะวันออก,ระยอง,1010.61,28.5,32.7,0.2,27.5,-0.6,0.0,,81,C,0,2026-03-21
ภาคตะวันออก,ห้วยโป่ง สกษ.,1011.26,27.7,32.0,-0.2,26.1,-0.1,0.0,,84,C,0,2026-03-21
ภาคตะวันออก,ตราด,1011.26,25.3,32.5,-0.3,24.1,-0.4,1.7,,89,ENE,3,2026-03-21
ภาคใต้ (ฝั่งตะวันออก),เพชรบุรี,1011.44,24.8,31.5,-0.5,22.0,-1.6,0.0,,87,C,0,2026-03-21
ภาคใต้ (ฝั่งตะวันออก),หัวหิน,1010.96,25.5,33.5,0.6,25.0,-0.6,0.0,,87,W,3,2026-03-21
ภาคใต้ (ฝั่งตะวันออก),สวี สกษ.,1010.90,22.8,34.3,0.6,22.8,0.0,0.0,,94,C,0,2026-03-21
ภาคใต้ (ฝั่งตะวันออก),สุราษฎร์ธานี,1011.14,22.5,35.0,0.5,22.5,-0.9,0.0,,95,C,0,2026-03-21
ภาคใต้ (ฝั่งตะวันออก),เกาะสมุย,1011.19,28.0,29.7,0.5,27.2,-0.1,0.0,,82,ESE,3,2026-03-21
ภาคใต้ (ฝั่งตะวันออก),สุราษฎร์ธานี สกษ.,1012.27,22.5,35.7,0.5,22.4,-0.6,0.0,,95,C,0,2026-03-21
ภาคใต้ (ฝั่งตะวันออก),ฉวาง,1010.60,22.5,36.8,0.6,22.3,-1.2,0.0,,95,C,0,2026-03-21
ภาคใต้ (ฝั่งตะวันออก),พัทลุง สกษ.,1010.66,24.0,32.6,-0.3,24.0,0.0,0.0,,93,C,0,2026-03-21
ภาคใต้ (ฝั่งตะวันออก),คอหงษ์ สกษ.,1010.74,25.9,33.8,0.2,25.0,0.2,0.0,,83,C,0,2026-03-21
ภาคใต้ (ฝั่งตะวันออก),หาดใหญ่,1010.77,23.2,34.8,-0.6,21.2,-0.9,0.0,,91,W,3,2026-03-21
ภาคใต้ (ฝั่งตะวันตก),ระนอง,1010.81,24.0,35.6,-0.1,23.9,0.1,0.0,,83,C,0,2026-03-21
ภาคใต้ (ฝั่งตะวันตก),ตะกั่วป่า,1010.01,24.2,34.0,1.2,24.0,-1.0,0.0,,86,C,0,2026-03-21
ภาคใต้ (ฝั่งตะวันตก),กระบี่,1010.63,24.0,36.0,-0.3,,,0.0,,90,C,0,2026-03-21
ภาคใต้ (ฝั่งตะวันตก),ตรัง,1009.83,23.4,37.0,0.9,23.1,-0.4,0.0,,88,C,0,2026-03-21
ภาคใต้ (ฝั่งตะวันตก),สตูล,1010.58,23.0,36.3,-0.4,22.0,-1.0,2.3,,90,C,0,2026-03-21
ภาคเหนือ,เชียงราย,1010.87,17.0,36.0,-0.3,16.5,-2.1,0.0,,89,C,0,2026-03-24
ภาคเหนือ,เชียงราย สกษ.,1010.92,16.1,35.6,-0.1,15.0,-3.9,0.0,,88,C,0,2026-03-24
ภาคเหนือ,พะเยา,1011.03,18.6,36.6,-0.1,17.4,-2.4,0.0,,80,C,0,2026-03-24
ภาคเหนือ,เชียงใหม่,1010.63,19.5,37.0,-0.5,19.2,-2.8,0.0,,75,NNW,1,2026-03-24
ภาคเหนือ,เถิน,1010.17,19.0,39.6,-0.1,19.0,-1.0,0.0,,84,C,0,2026-03-24
ภาคเหนือ,ล(cid:286)าพ(cid:270)น,1010.86,18.5,38.2,0.0,17.9,-2.6,0.0,,76,C,0,2026-03-24
ภาคเหนือ,แพร่,1009.52,21.4,37.4,0.9,21.3,-1.5,0.0,,91,C,0,2026-03-24
ภาคเหนือ,ท่าวังผา,1011.00,19.0,37.8,1.8,18.4,-2.1,0.0,,90,C,0,2026-03-24
ภาคเหนือ,ทุ่งช้าง,1011.36,17.8,36.3,0.9,17.5,-2.0,0.0,,97,C,0,2026-03-24
ภาคเหนือ,อุตรดิตถ์,1009.53,23.5,38.0,0.0,23.5,-1.9,0.0,,83,C,0,2026-03-24
ภาคเหนือ,ตาก,1009.78,24.0,38.6,-0.4,23.8,-2.8,0.0,,67,NE,1,2026-03-24
ภาคเหนือ,แม่สอด,1009.65,20.0,37.5,0.0,19.0,-2.5,0.0,,81,C,0,2026-03-24
ภาคเหนือ,อุ้มผาง,1011.14,17.5,35.3,0.2,16.9,-0.8,0.0,,91,C,0,2026-03-24
ภาคเหนือ,พิษณุโลก,1009.18,26.0,36.5,-0.1,25.1,-0.6,0.0,,86,C,0,2026-03-24
ภาคเหนือ,เพชรบ(cid:270)รณ์,1008.26,24.5,38.4,0.5,24.0,-1.7,0.0,,90,C,0,2026-03-24
ภาคตะวันออกเฉียงเหนือ,หนองคาย,1009.03,26.8,36.8,1.1,25.7,2.5,0.0,,66,NNE,2,2026-03-24
ภาคตะวันออกเฉียงเหนือ,เลย,1009.38,22.5,37.7,0.5,21.8,0.9,0.0,,91,WNW,3,2026-03-24
ภาคตะวันออกเฉียงเหนือ,เลย สกษ.,1009.23,22.0,37.8,0.4,21.3,0.0,0.0,,94,WNW,2,2026-03-24
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,1009.86,25.9,36.1,1.1,24.6,1.6,"""ฝ""",,89,NNE,3,2026-03-24
ภาคตะวันออกเฉียงเหนือ,นครพนม,1009.74,27.5,36.5,0.5,26.3,2.6,0.0,,81,C,0,2026-03-24
ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,1009.38,24.6,35.2,0.9,23.6,1.3,0.0,,92,SSW,2,2026-03-24
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,1009.20,26.4,36.6,0.6,26.0,1.9,0.0,,81,C,0,2026-03-24
ภาคตะวันออกเฉียงเหนือ,ท่าพระ สกษ.,1009.27,25.5,37.6,1.6,23.6,1.1,0.0,,88,C,0,2026-03-24
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,1008.77,27.0,38.0,1.5,26.6,1.6,0.0,,90,C,0,2026-03-24
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,1009.32,26.8,36.5,-1.2,26.0,1.0,0.0,,82,C,0,2026-03-24
ภาคตะวันออกเฉียงเหนือ,อ(cid:286)านาจเจริญ,1009.78,27.0,35.8,0.7,25.7,1.2,0.0,,78,C,0,2026-03-24
ภาคตะวันออกเฉียงเหนือ,ชัยภ(cid:270)มิ,1009.39,26.3,37.2,0.3,24.7,0.9,0.0,,86,WSW,5,2026-03-24
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,1008.51,26.5,37.5,0.8,26.5,0.2,0.0,,80,C,0,2026-03-24
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด สกษ.,1008.78,25.7,36.6,0.1,24.4,0.4,0.0,,82,S,3,2026-03-24
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี สกษ.,1009.94,26.0,36.8,0.3,24.0,0.4,0.0,,77,SE,5,2026-03-24
ภาคตะวันออกเฉียงเหนือ,อุบลราชธานี (ศ(cid:270)นย์ฯ),1009.72,27.4,36.7,0.7,27.0,0.8,0.0,,71,SSE,2,2026-03-24
ภาคตะวันออกเฉียงเหนือ,ปากช่อง สกษ.,1010.43,23.2,34.5,1.4,22.6,0.2,1.4,,98,E,1,2026-03-24
ภาคตะวันออกเฉียงเหนือ,โชคชัย,1009.57,26.0,36.9,0.1,,,"""ฝ""",,86,C,0,2026-03-24
ภาคตะวันออกเฉียงเหนือ,สุรินทร์ สกษ.,1009.96,24.7,37.4,0.7,24.0,-0.8,0.0,,90,C,0,2026-03-24
ภาคตะวันออกเฉียงเหนือ,นางรอง,1008.98,24.3,37.5,0.3,23.5,0.2,0.0,,91,C,0,2026-03-24
ภาคกลาง,พระนครศรีอยุธยา,1009.70,27.0,37.3,-0.2,26.5,0.5,0.0,,92,E,3,2026-03-24
ภาคกลาง,ปทุมธานี สกษ.,1009.40,27.0,37.4,-0.6,26.5,-0.5,0.0,,90,E,2,2026-03-24
ภาคกลาง,ราชบุรี,1009.64,25.8,36.2,0.2,25.5,0.4,0.0,,92,C,0,2026-03-24
ภาคกลาง,สุพรรณบุรี,1009.36,27.0,37.8,0.3,26.5,0.0,0.0,,96,SSE,2,2026-03-24
ภาคกลาง,อ(cid:270)่ทอง สกษ.,1009.08,26.2,36.4,0.4,25.5,-0.7,0.0,,91,C,0,2026-03-24
ภาคกลาง,ลพบุรี,1009.17,27.3,37.2,0.2,26.8,-0.3,0.0,,88,SSE,3,2026-03-24
ภาคกลาง,บัวชุม,1009.65,26.6,38.3,0.1,24.7,-1.5,0.0,,91,C,0,2026-03-24
ภาคกลาง,สมุทรปราการ สกษ.,1009.29,28.6,32.7,-0.8,28.6,0.0,0.0,,78,SSE,6,2026-03-24
ภาคกลาง,สนามบินสุวรรณภ(cid:270)มิ,1010.02,28.1,34.1,-1.1,27.7,0.1,0.0,,93,SSW,4,2026-03-24
ภาคกลาง,สมุทรสงคราม,1009.21,27.9,32.0,-0.3,27.8,0.5,0.0,,82,S,4,2026-03-24
ภาคกลาง,กาญจนบุรี,1009.22,27.0,38.8,0.7,24.7,0.0,0.0,,86,C,0,2026-03-24
ภาคกลาง,ทองผาภ(cid:270)มิ,1010.30,23.0,37.5,0.5,22.6,-0.2,0.0,,79,C,0,2026-03-24
ภาคกลาง,นครปฐม,1009.40,26.0,37.0,0.6,25.5,-0.9,0.0,,96,C,0,2026-03-24
ภาคกลาง,กรุงเทพฯ บางนา สกษ.,1009.48,28.2,35.2,-0.1,27.0,-0.5,0.0,,82,SSW,6,2026-03-24
ภาคกลาง,สนามบินดอนเมือง,1009.64,28.5,35.4,-0.7,27.4,-0.8,0.0,,78,S,6,2026-03-24
ภาคตะวันออก,ฉะเชิงเทรา,1010.90,24.5,34.6,-0.2,24.4,0.2,0.0,,96,C,0,2026-03-24
ภาคตะวันออก,ปราจีนบุรี,1009.54,27.5,37.5,0.7,26.8,-0.2,0.0,,86,C,0,2026-03-24
ภาคตะวันออก,กบินทร์บุรี,1009.53,26.5,36.4,1.2,26.4,0.4,0.0,,92,#Error,0,2026-03-24
